NU_ANO_CENSO,CO_IES,CO_CURSO,NO_CURSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF
2021,165,1452880,Sistemas De Informação,,,,,
2021,203,1546207,Administração,,,,,
2021,203,1574797,Animação,,,,,
2021,203,1546208,Análise E Desenvolvimento De Sistemas,,,,,
2021,203,1571173,Arquitetura E Urbanismo,,,,,
2021,203,1596575,Automação Industrial,,,,,
2021,203,1546209,Banco De Dados,,,,,
2021,203,1571194,Biomedicina,,,,,
2021,203,1546221,Ciências Contábeis,,,,,
2021,203,1546210,Ciências Da Computação,,,,,
2021,203,1546227,Ciências Econômicas,,,,,
2021,203,1572805,Comunicação E Marketing,,,,,
2021,203,1546230,Comércio Exterior,,,,,
2021,203,1572787,Criminologia,,,,,
2021,203,1571193,Design,,,,,
2021,203,1571195,Design De Animação,,,,,
2021,203,1571196,Design De Interiores,,,,,
2021,203,1570550,Design De Produto,,,,,
2021,203,1571197,Design Gráfico,,,,,
2021,203,1571202,Educação Física,,,,,
2021,203,1571203,Engenharia Ambiental,,,,,
2021,203,1596594,Engenharia Biomédica,,,,,
2021,203,1571204,Engenharia Civil,,,,,
2021,203,1570551,Engenharia De Alimentos,,,,,
2021,203,1571205,Engenharia De Computação,,,,,
2021,203,1596596,Engenharia De Produção,,,,,
2021,203,1596597,Engenharia Elétrica,,,,,
2021,203,1571212,Engenharia Química,,,,,
2021,203,1571258,Farmácia,,,,,
2021,203,1546231,Filosofia,,,,,
2021,203,1596948,Gestão Ambiental,,,,,
2021,203,1546241,Gestão Comercial,,,,,
2021,203,1546247,Gestão Da Qualidade,,,,,
2021,203,1546250,Gestão Da Tecnologia Da Informação,,,,,
2021,203,1571326,Gestão De Produção Industrial,,,,,
2021,203,1546248,Gestão De Recursos Humanos,,,,,
2021,203,1523197,Gestão Financeira,,,,,
2021,203,1546252,História,,,,,
2021,203,1546253,Letras - Português E Inglês,,,,,
2021,203,1546255,Logística,,,,,
2021,203,1546257,Marketing,,,,,
2021,203,1546260,Matemática,,,,,
2021,203,1572477,Mecatrônica Industrial,,,,,
2021,203,1571268,Nutrição,,,,,
2021,203,1546262,Pedagogia,,,,,
2021,203,1354154,Processos Gerenciais,,,,,
2021,203,1596965,Produção Audiovisual,,,,,
2021,203,1571323,Produção Multimídia,,,,,
2021,203,1596966,Produção Publicitária,,,,,
2021,203,1571270,Publicidade E Propaganda,,,,,
2021,203,1596968,Relações Públicas,,,,,
2021,203,1571276,Segurança Da Informação,,,,,
2021,203,1571346,Sistemas Automotivos,,,,,
2021,203,1596744,Sistemas Biomédicos,,,,,
2021,203,1546265,Sistemas De Informação,,,,,
2021,203,1546267,Sistemas Para Internet,,,,,
2021,203,1596747,Turismo,,,,,
2021,221,1258519,Administração,,,,,
2021,221,1562590,Administração Pública,,,,,
2021,221,1258538,Análise E Desenvolvimento De Sistemas,,,,,
2021,221,1427655,Arquitetura E Urbanismo,,,,,
2021,221,1321293,Artes Visuais,,,,,
2021,221,1382765,Banco De Dados,,,,,
2021,221,1468004,Biomedicina,,,,,
2021,221,1467985,Ciência Da Computação,,,,,
2021,221,1473088,Ciência De Dados,,,,,
2021,221,1516587,Ciência Política,,,,,
2021,221,1321318,Ciências Biológicas,,,,,
2021,221,1516589,Ciências Biológicas,,,,,
2021,221,1258522,Ciências Contábeis,,,,,
2021,221,1321294,Ciências Econômicas,,,,,
2021,221,1258527,Ciências Sociais,,,,,
2021,221,1382767,Comércio Exterior,,,,,
2021,221,1427657,Design De Interiores,,,,,
2021,221,1562591,Design De Moda,,,,,
2021,221,1427663,Design De Produto,,,,,
2021,221,1427662,Design Gráfico,,,,,
2021,221,1441251,Educação Especial,,,,,
2021,221,1350009,Educação Física,,,,,
2021,221,1467998,Educação Física,,,,,
2021,221,1441250,Empreendedorismo,,,,,
2021,221,1285862,Engenharia Ambiental,,,,,
2021,221,1363750,Engenharia Civil,,,,,
2021,221,1350117,Engenharia De Computação,,,,,
2021,221,1286009,Engenharia De Produção,,,,,
2021,221,1467996,Engenharia De Software,,,,,
2021,221,1363751,Engenharia Elétrica,,,,,
2021,221,1562592,Engenharia Mecatrônica,,,,,
2021,221,1363752,Engenharia Mecânica,,,,,
2021,221,1429323,Estética E Cosmética,,,,,
2021,221,1562593,Eventos,,,,,
2021,221,1468003,Farmácia,,,,,
2021,221,1285863,Filosofia,,,,,
2021,221,1516590,Filosofia,,,,,
2021,221,1468002,Fisioterapia,,,,,
2021,221,1427661,Fotografia,,,,,
2021,221,1382774,Física,,,,,
2021,221,1562647,Física,,,,,
2021,221,1382768,Gastronomia,,,,,
2021,221,1285864,Geografia,,,,,
2021,221,1516592,Geografia,,,,,
2021,221,1563338,Gerontologia,,,,,
2021,221,1285859,Gestão Ambiental,,,,,
2021,221,1285860,Gestão Comercial,,,,,
2021,221,1428621,Gestão Da Produção Industrial,,,,,
2021,221,1382769,Gestão Da Qualidade,,,,,
2021,221,1258541,Gestão Da Tecnologia Da Informação,,,,,
2021,221,1524015,Gestão Das Organizações Do Terceiro Setor,,,,,
2021,221,1562596,Gestão De Cooperativas,,,,,
2021,221,1258531,Gestão De Recursos Humanos,,,,,
2021,221,1382771,Gestão De Segurança Privada,,,,,
2021,221,1562578,Gestão De Turismo,,,,,
2021,221,1427660,Gestão Desportiva E De Lazer,,,,,
2021,221,1398074,Gestão Do Agronegócio,,,,,
2021,221,1258533,Gestão Financeira,,,,,
2021,221,1350029,Gestão Hospitalar,,,,,
2021,221,1321295,Gestão Pública,,,,,
2021,221,1285865,História,,,,,
2021,221,1516593,História,,,,,
2021,221,1445438,Internet Das Coisas,,,,,
2021,221,1427659,Jogos Digitais,,,,,
2021,221,1427656,Jornalismo,,,,,
2021,221,1258537,Letras - Português E Espanhol,,,,,
2021,221,1258526,Letras - Português E Inglês,,,,,
2021,221,1468001,Letras - Português E Japonês,,,,,
2021,221,1258534,Logística,,,,,
2021,221,1070572,Marketing,,,,,
2021,221,1533144,Marketing Digital,,,,,
2021,221,1285866,Matemática,,,,,
2021,221,1562640,Matemática,,,,,
2021,221,1516594,Negócios Imobiliários,,,,,
2021,221,1427658,Nutrição,,,,,
2021,221,1258528,Pedagogia,,,,,
2021,221,1258536,Processos Gerenciais,,,,,
2021,221,1427750,Produção Cultural,,,,,
2021,221,1330356,Programa Especial De Formação Pedagógica De Docentes - Biologia,,,,,
2021,221,1330393,Programa Especial De Formação Pedagógica De Docentes - Geografia,,,,,
2021,221,1336577,Programa Especial De Formação Pedagógica De Docentes - História,,,,,
2021,221,1330357,Programa Especial De Formação Pedagógica De Docentes - Matemática,,,,,
2021,221,1330358,Programa Especial De Formação Pedagógica De Docentes - Português,,,,,
2021,221,1330359,Programa Especial De Formação Pedagógica De Docentes - Química,,,,,
2021,221,1522225,Psicopedagogia,,,,,
2021,221,1427665,Publicidade E Propaganda,,,,,
2021,221,1382775,Química,,,,,
2021,221,1516595,Química,,,,,
2021,221,1562650,Radiologia,,,,,
2021,221,1427749,Redes De Computadores,,,,,
2021,221,1516596,Relações Internacionais,,,,,
2021,221,1427664,Relações Públicas,,,,,
2021,221,1285861,Secretariado,,,,,
2021,221,1350031,Segurança No Trabalho,,,,,
2021,221,1562597,Segurança No Trânsito,,,,,
2021,221,1523346,Segurança Pública,,,,,
2021,221,1285867,Serviço Social,,,,,
2021,221,1467999,Serviços Jurídicos E Notariais,,,,,
2021,221,1562598,Serviços Penais,,,,,
2021,221,1467995,Sistemas De Informação,,,,,
2021,221,1516597,Sistemas Para Internet,,,,,
2021,221,1382772,Teologia,,,,,
2021,221,1525917,Terapias Integrativas E Complementares,,,,,
2021,221,1522652,Óptica E Optometria,,,,,
2021,298,97980,Administração,,,,,
2021,298,1420100,Agronomia,,,,,
2021,298,111090,Análise E Desenvolvimento De Sistemas,,,,,
2021,298,1548987,Arquitetura De Dados,,,,,
2021,298,1373746,Arquitetura E Urbanismo,,,,,
2021,298,1266926,Artes Visuais,,,,,
2021,298,1404109,Biomedicina,,,,,
2021,298,1575926,"Blockchain, Criptomoedas E Finanças Na Era Digital",,,,,
2021,298,1549944,Cibersegurança,,,,,
2021,298,1190061,Ciências Biológicas,,,,,
2021,298,97982,Ciências Contábeis,,,,,
2021,298,1549931,Ciências De Dados,,,,,
2021,298,1267982,Ciências Econômicas,,,,,
2021,298,1576055,Ciências Políticas,,,,,
2021,298,1576060,Coaching E Desenvolvimento Humano,,,,,
2021,298,1548993,Computação Em Nuvem,,,,,
2021,298,1455357,Comércio Exterior,,,,,
2021,298,1576059,Criminologia,,,,,
2021,298,1537350,Desenvolvimento Back-End,,,,,
2021,298,1537353,Desenvolvimento Mobile,,,,,
2021,298,1537745,Desenvolvimento Para Web,,,,,
2021,298,1374692,Design De Interiores,,,,,
2021,298,1576063,Design De Moda,,,,,
2021,298,1576218,Design Gráfico,,,,,
2021,298,1537363,Devops,,,,,
2021,298,1537430,Educação Especial,,,,,
2021,298,1268023,Educação Física,,,,,
2021,298,1374069,Educação Física,,,,,
2021,298,1344519,Embelezamento E Imagem Pessoal,,,,,
2021,298,1382793,Empreendedorismo,,,,,
2021,298,1575927,Empreendedorismo E Novos Negócios,,,,,
2021,298,1341021,Enfermagem,,,,,
2021,298,1344490,Engenharia Civil,,,,,
2021,298,1322923,Engenharia De Computação,,,,,
2021,298,1322867,Engenharia De Produção,,,,,
2021,298,1575932,Engenharia De Software,,,,,
2021,298,1357953,Engenharia Elétrica,,,,,
2021,298,1357883,Engenharia Mecânica,,,,,
2021,298,1185559,Estética E Cosmética,,,,,
2021,298,1404110,Farmácia,,,,,
2021,298,1455354,Filosofia,,,,,
2021,298,1404111,Fisioterapia,,,,,
2021,298,1576070,Fotografia,,,,,
2021,298,1420102,Física,,,,,
2021,298,1576071,Gastronomia,,,,,
2021,298,1190156,Geografia,,,,,
2021,298,1575928,Gerontologia,,,,,
2021,298,111094,Gestão Ambiental,,,,,
2021,298,1423128,Gestão Comercial,,,,,
2021,298,1357958,Gestão Da Produção Industrial,,,,,
2021,298,1576072,Gestão Da Qualidade,,,,,
2021,298,1576074,Gestão Da Tecnologia Da Informação,,,,,
2021,298,1575929,Gestão De Cooperativas,,,,,
2021,298,97992,Gestão De Recursos Humanos,,,,,
2021,298,1576073,Gestão De Saúde Pública,,,,,
2021,298,1455358,Gestão De Turismo,,,,,
2021,298,1576076,Gestão Do Agronegócio,,,,,
2021,298,1268059,Gestão Financeira,,,,,
2021,298,1150782,Gestão Hospitalar,,,,,
2021,298,1575930,Gestão Portuária,,,,,
2021,298,1190157,Gestão Pública,,,,,
2021,298,97986,História,,,,,
2021,298,1548994,Inteligência De Mercado E Análise De Dados,,,,,
2021,298,1549930,Investigação E Perícia Criminal,,,,,
2021,298,1576085,Jornalismo,,,,,
2021,298,89379,Letras - Português,,,,,
2021,298,1420104,Letras - Português E Espanhol,,,,,
2021,298,1420105,Letras - Português E Inglês,,,,,
2021,298,1190158,Logística,,,,,
2021,298,97329,Marketing,,,,,
2021,298,1382794,Marketing Digital,,,,,
2021,298,1190159,Matemática,,,,,
2021,298,1576078,Mediação,,,,,
2021,298,1576079,Negócios Imobiliários,,,,,
2021,298,1370855,Nutrição,,,,,
2021,298,89380,Pedagogia,,,,,
2021,298,1576080,Podologia,,,,,
2021,298,97327,Processos Gerenciais,,,,,
2021,298,1576081,Produção Cervejeira,,,,,
2021,298,1576086,Publicidade E Propaganda,,,,,
2021,298,1420101,Química,,,,,
2021,298,1576082,Radiologia,,,,,
2021,298,1549929,Redes De Computadores,,,,,
2021,298,1576087,Relações Internacionais,,,,,
2021,298,1576083,Secretariado,,,,,
2021,298,1190160,Segurança No Trabalho,,,,,
2021,298,1377544,Segurança Pública,,,,,
2021,298,97990,Serviço Social,,,,,
2021,298,1421550,"Serviços Jurídicos, Cartorários E Notariais",,,,,
2021,298,1268044,Sociologia,,,,,
2021,298,1455355,Teologia,,,,,
2021,298,1576084,Terapias Integrativas E Complementares,,,,,
2021,322,100326,Administração,,,,,
2021,322,1286800,Análise E Desenvolvimento De Sistemas,,,,,
2021,322,1285868,Artes Visuais,,,,,
2021,322,1458703,Biomedicina,,,,,
2021,322,1286489,Ciências Biológicas,,,,,
2021,322,1551096,Ciências Biológicas,,,,,
2021,322,100296,Ciências Contábeis,,,,,
2021,322,1551097,Ciências Da Computação,,,,,
2021,322,1286492,Ciências Econômicas,,,,,
2021,322,1382602,Comércio Exterior,,,,,
2021,322,1427489,Design De Interiores,,,,,
2021,322,1363702,Educação Física,,,,,
2021,322,1484988,Empreendedorismo,,,,,
2021,322,1363701,Enfermagem,,,,,
2021,322,1363700,Engenharia Civil,,,,,
2021,322,1363699,Engenharia De Produção,,,,,
2021,322,1484723,Estética E Cosmética,,,,,
2021,322,1458706,Farmácia,,,,,
2021,322,1382608,Filosofia,,,,,
2021,322,1484721,Fisioterapia,,,,,
2021,322,1363505,Física,,,,,
2021,322,1363507,Gastronomia,,,,,
2021,322,1286528,Geografia,,,,,
2021,322,1286857,Gestão Ambiental,,,,,
2021,322,1382605,Gestão Comercial,,,,,
2021,322,1382606,Gestão Da Qualidade,,,,,
2021,322,1131979,Gestão Da Tecnologia Da Informação,,,,,
2021,322,1484724,Gestão De Cooperativas,,,,,
2021,322,100324,Gestão De Recursos Humanos,,,,,
2021,322,1484725,Gestão De Segurança Privada,,,,,
2021,322,1447552,"Gestão De Serviços Jurídicos, Notariais E De Registro",,,,,
2021,322,1484726,Gestão De Turismo,,,,,
2021,322,1286756,Gestão Do Agronegócio,,,,,
2021,322,120717,Gestão Financeira,,,,,
2021,322,1286786,Gestão Hospitalar,,,,,
2021,322,1286760,Gestão Pública,,,,,
2021,322,1286531,História,,,,,
2021,322,1551100,Jornalismo,,,,,
2021,322,1268545,Letras - Português,,,,,
2021,322,1132133,Letras - Português E Espanhol,,,,,
2021,322,100307,Letras - Português E Inglês,,,,,
2021,322,1132199,Logística,,,,,
2021,322,100311,Marketing,,,,,
2021,322,100309,Matemática,,,,,
2021,322,1551206,Mediação,,,,,
2021,322,1484727,Negócios Imobiliários,,,,,
2021,322,1458705,Nutrição,,,,,
2021,322,100305,Pedagogia,,,,,
2021,322,100315,Processos Gerenciais,,,,,
2021,322,1363508,Química,,,,,
2021,322,1551101,Radiologia,,,,,
2021,322,1382607,Redes De Computadores,,,,,
2021,322,1484722,Relações Internacionais,,,,,
2021,322,1484729,Secretariado,,,,,
2021,322,1484730,Segurança Da Informação,,,,,
2021,322,1286755,Segurança No Trabalho,,,,,
2021,322,121093,Serviço Social,,,,,
2021,322,1286560,Sociologia,,,,,
2021,355,1545614,Administração,,,,,
2021,355,1543757,Design Gráfico,,,,,
2021,355,1572645,Gestão Comercial,,,,,
2021,355,1572651,Gestão Financeira,,,,,
2021,355,1214439,Marketing,,,,,
2021,355,1572653,Processos Gerenciais,,,,,
2021,383,1421578,Administração,,,,,
2021,383,1421942,Análise E Desenvolvimento De Sistemas,,,,,
2021,383,1421943,Arquitetura E Urbanismo,,,,,
2021,383,1422033,Biomedicina,,,,,
2021,383,1536473,Ciência Econômica,,,,,
2021,383,1536472,Ciência Política,,,,,
2021,383,1422038,Ciências Aeronáuticas,,,,,
2021,383,1422035,Ciências Biológicas,,,,,
2021,383,1422041,Ciências Contábeis,,,,,
2021,383,1486076,Coach Digital,,,,,
2021,383,1486081,Coaching E Mentoring,,,,,
2021,383,1486039,Coding,,,,,
2021,383,1486071,Data Science,,,,,
2021,383,1467689,Design De Interiores,,,,,
2021,383,1486072,Digital Security,,,,,
2021,383,1422044,Educação Física,,,,,
2021,383,1546941,Educação Física,,,,,
2021,383,1486075,Empreendedorismo Digital,,,,,
2021,383,1422047,Engenharia Civil,,,,,
2021,383,1422057,Engenharia De Produção,,,,,
2021,383,1422058,Engenharia Elétrica,,,,,
2021,383,1422061,Engenharia Mecânica,,,,,
2021,383,1422066,Estética E Cosmética,,,,,
2021,383,1422067,Farmácia,,,,,
2021,383,1486078,Filmmaker,,,,,
2021,383,1422068,Fisioterapia,,,,,
2021,383,1486073,Game Design,,,,,
2021,383,1499797,Gastronomia,,,,,
2021,383,1422069,Gestão Ambiental,,,,,
2021,383,1466489,Gestão Comercial,,,,,
2021,383,1422100,Gestão Da Qualidade,,,,,
2021,383,1422070,Gestão De Recursos Humanos,,,,,
2021,383,1422071,Gestão De Serviços Jurídicos E Notariais,,,,,
2021,383,1422072,Gestão Financeira,,,,,
2021,383,1422073,Gestão Hospitalar,,,,,
2021,383,1422074,Gestão Pública,,,,,
2021,383,1550803,Inteligência Artificial,,,,,
2021,383,1550802,Internet Das Coisas,,,,,
2021,383,1422077,Letras,,,,,
2021,383,1422075,Letras - Espanhol,,,,,
2021,383,1422076,Letras - Inglês,,,,,
2021,383,1425395,Logística,,,,,
2021,383,1422096,Marketing,,,,,
2021,383,1422097,Nutrição,,,,,
2021,383,1422098,Pedagogia,,,,,
2021,383,1486079,Podologia,,,,,
2021,383,1422099,Processos Gerenciais,,,,,
2021,383,1542395,Segurança Pública,,,,,
2021,383,1486074,Service Design,,,,,
2021,385,97501,Administração,,,,,
2021,385,1429880,Análise E Desenvolvimento De Sistemas,,,,,
2021,385,1484586,Artes Visuais,,,,,
2021,385,1485004,Big Data E Inteligência Analítica,,,,,
2021,385,1483664,Ciência Da Computação,,,,,
2021,385,1483652,Ciências Biológicas,,,,,
2021,385,104858,Ciências Contábeis,,,,,
2021,385,1484594,Ciências Sociais,,,,,
2021,385,1363764,Comunicação Social - Publicidade E Propaganda,,,,,
2021,385,1429867,Comércio Exterior,,,,,
2021,385,1485898,Design De Animação,,,,,
2021,385,1484998,Design De Games,,,,,
2021,385,1483663,Design De Interiores,,,,,
2021,385,1484558,Design De Produto,,,,,
2021,385,1483662,Design Gráfico,,,,,
2021,385,1520588,Educação Física,,,,,
2021,385,1551919,Educação Física,,,,,
2021,385,1474582,Engenharia Civil,,,,,
2021,385,1485013,Engenharia De Computação,,,,,
2021,385,1484561,Engenharia De Controle E Automação,,,,,
2021,385,1483665,Engenharia De Produção,,,,,
2021,385,1484126,Engenharia Elétrica,,,,,
2021,385,1484127,Engenharia Mecânica,,,,,
2021,385,1495994,Estatística,,,,,
2021,385,1484511,Eventos,,,,,
2021,385,1380934,Farmácia,,,,,
2021,385,1520590,Fisioterapia,,,,,
2021,385,1484535,Gastronomia,,,,,
2021,385,1484753,Geografia,,,,,
2021,385,1377507,Gestão Ambiental,,,,,
2021,385,89401,Gestão Comercial,,,,,
2021,385,1484574,Gestão Da Produção Industrial,,,,,
2021,385,1270312,Gestão Da Qualidade,,,,,
2021,385,1429882,Gestão Da Tecnologia Da Informação,,,,,
2021,385,1181317,Gestão De Recursos Humanos,,,,,
2021,385,1485391,Gestão De Turismo,,,,,
2021,385,1484568,Gestão Do Agronegócio,,,,,
2021,385,1181334,Gestão Financeira,,,,,
2021,385,1377505,Gestão Hospitalar,,,,,
2021,385,1377504,Gestão Pública,,,,,
2021,385,1398210,História,,,,,
2021,385,1484540,Hotelaria,,,,,
2021,385,1484765,Jogos Digitais,,,,,
2021,385,1483659,Letras - Inglês,,,,,
2021,385,1150433,Letras - Língua Portuguesa,,,,,
2021,385,1181329,Logística,,,,,
2021,385,1181351,Marketing,,,,,
2021,385,1549946,Marketing Digital,,,,,
2021,385,1465511,Matemática,,,,,
2021,385,1465529,Matemática,,,,,
2021,385,1484999,Mediação,,,,,
2021,385,121373,Negócios Imobiliários,,,,,
2021,385,1520591,Nutrição,,,,,
2021,385,97507,Pedagogia,,,,,
2021,385,1181341,Processos Gerenciais,,,,,
2021,385,1549947,Produção Multimídia Em Realidade Aumentada,,,,,
2021,385,1483661,Redes De Computadores,,,,,
2021,385,1485390,Secretariado Executivo,,,,,
2021,385,1496030,Segurança Da Informação,,,,,
2021,385,1484124,Segurança Privada,,,,,
2021,385,1483660,Segurança Pública,,,,,
2021,385,1113135,Serviço Social,,,,,
2021,385,1484125,Serviços Judiciais,,,,,
2021,385,1484763,Serviços Penais,,,,,
2021,385,1485002,Serviços Registrais E Notariais,,,,,
2021,385,104868,Sistemas De Informação,,,,,
2021,385,1484785,Sistemas Para Internet,,,,,
2021,385,1496069,Teologia,,,,,
2021,398,121214,Administração,,,,,
2021,398,1575239,Análise De Infraestrutura De Redes E Sistemas Computacionais,,,,,
2021,398,1333909,Análise E Desenvolvimento De Sistemas,,,,,
2021,398,1485392,Biomedicina,,,,,
2021,398,1214948,Ciências Contábeis,,,,,
2021,398,1562737,Coaching E Mentoring,,,,,
2021,398,1563230,Comércio Exterior,,,,,
2021,398,1516406,Design De Interiores,,,,,
2021,398,1563197,Design Educacional,,,,,
2021,398,1398155,Educação Física,,,,,
2021,398,1516405,Engenharia De Produção,,,,,
2021,398,1517790,Engenharia De Software,,,,,
2021,398,1562739,Escrita Criativa,,,,,
2021,398,1485478,Estética E Cosmética,,,,,
2021,398,1562198,Gastronomia,,,,,
2021,398,1563232,Gerontologia E Bem Estar,,,,,
2021,398,1562295,Gestão Ambiental,,,,,
2021,398,1299195,Gestão Comercial,,,,,
2021,398,1563196,Gestão Da Qualidade,,,,,
2021,398,98470,Gestão Da Tecnologia Da Informação,,,,,
2021,398,1315387,Gestão De Recursos Humanos,,,,,
2021,398,1429876,Gestão Financeira,,,,,
2021,398,1108094,Gestão Pública,,,,,
2021,398,98399,História,,,,,
2021,398,121227,Informática,,,,,
2021,398,95217,Letras - Português,,,,,
2021,398,1425413,Letras - Português,,,,,
2021,398,98474,Letras - Português E Espanhol,,,,,
2021,398,1424303,Logística,,,,,
2021,398,1425411,Marketing,,,,,
2021,398,98401,Matemática,,,,,
2021,398,1563538,Mídias Digitais,,,,,
2021,398,1516404,Nutrição,,,,,
2021,398,121222,Pedagogia,,,,,
2021,398,1430646,Processos Gerenciais,,,,,
2021,398,1575265,Segurança Da Informação,,,,,
2021,398,1108138,Segurança No Trabalho,,,,,
2021,398,98847,Serviço Social,,,,,
2021,398,1430658,Teologia,,,,,
2021,398,1563224,Terapias Integrativas E Complementares,,,,,
